year,month,customer,new_cluster,total_purchase_amount,total_transaction_count
2015,1,c1,0,3335,3
2015,1,c10,0,2770,1
2015,1,c100,0,1500,1
2015,1,c101,0,1150,1
2015,1,c102,0,1958,1
2015,1,c103,3,2622,1
2015,1,c104,0,2240,1
2015,1,c105,0,2240,1
2015,1,c106,1,2090,1
2015,1,c107,3,2620,1
2015,1,c108,3,2166,1
2015,1,c109,3,1730,4
2015,1,c11,3,5507,5
2015,1,c110,2,4507,5
2015,1,c111,2,10098,12
2015,1,c112,1,523,1
2015,1,c113,1,530,1
2015,1,c114,3,4107,4
2015,1,c115,0,5585,8
2015,1,c116,0,3479,2
2015,1,c117,3,4020,3
2015,1,c118,3,1949,2
2015,1,c119,1,7708,9
2015,1,c12,0,1940,1
2015,1,c121,0,256,2
2015,1,c122,3,3143,2
2015,1,c123,0,476,4
2015,1,c124,2,5008,5
2015,1,c125,3,3353,9
2015,1,c127,2,3560,4
2015,1,c128,3,9697,8
2015,1,c129,0,5190,5
2015,1,c13,3,7805,6
2015,1,c130,3,3204,3
2015,1,c131,0,176,5
2015,1,c132,1,5340,3
2015,1,c133,1,14600,11
2015,1,c134,0,2033,2
2015,1,c135,3,1974,2
2015,1,c136,1,3780,4
2015,1,c137,3,9731,6
2015,1,c138,2,939,1
2015,1,c139,0,3099,2
2015,1,c14,3,7195,4
2015,1,c140,0,370,1
2015,1,c141,3,7140,8
2015,1,c142,0,1739,1
2015,1,c143,1,827,1
2015,1,c144,1,1435,1
2015,1,c145,3,6305,7
2015,1,c146,3,3260,1
2015,1,c147,1,3630,2
2015,1,c148,1,7881,4
2015,1,c149,0,1234,4
2015,1,c15,3,5200,6
2015,1,c150,3,8535,6
2015,1,c151,1,750,1
2015,1,c152,2,11183,8
2015,1,c153,3,14011,13
2015,1,c154,0,3023,3
2015,1,c155,1,4550,3
2015,1,c157,2,10059,6
2015,1,c158,3,3083,2
2015,1,c159,1,2445,6
2015,1,c16,0,1264,1
2015,1,c160,0,3506,2
2015,1,c161,0,2360,1
2015,1,c162,0,2063,2
2015,1,c163,3,1574,2
2015,1,c164,1,2805,2
2015,1,c165,0,1513,1
2015,1,c166,1,4123,3
2015,1,c167,1,20618,12
2015,1,c168,1,17253,14
2015,1,c169,0,4073,2
2015,1,c17,1,16242,12
2015,1,c170,1,5685,9
2015,1,c171,1,20678,14
2015,1,c172,0,7150,4
2015,1,c174,3,3923,4
2015,1,c175,1,8346,21
2015,1,c176,2,1283,1
2015,1,c177,0,893,2
2015,1,c178,3,1130,1
2015,1,c179,0,1640,2
2015,1,c18,3,4654,4
2015,1,c180,0,5061,4
2015,1,c181,0,3460,4
2015,1,c182,0,2186,2
2015,1,c183,0,1131,1
2015,1,c184,0,3555,3
2015,1,c185,0,4392,4
2015,1,c186,1,3987,4
2015,1,c187,3,14437,10
2015,1,c188,0,5711,4
2015,1,c189,1,1816,1
2015,1,c19,0,4704,5
2015,1,c190,0,1587,1
2015,1,c191,0,4884,6
2015,1,c192,3,3479,2
2015,1,c193,2,115,1
2015,1,c194,3,3174,2
2015,1,c195,0,1580,4
2015,1,c196,1,4051,5
2015,1,c197,0,1890,1
2015,1,c198,3,2110,2
2015,1,c199,0,2348,1
2015,1,c20,1,3360,2
2015,1,c200,0,1283,1
2015,1,c201,1,2414,2
2015,1,c202,0,1990,1
2015,1,c203,0,599,1
2015,1,c204,0,750,2
2015,1,c205,1,1435,1
2015,1,c206,3,399,3
2015,1,c207,3,827,1
2015,1,c208,0,523,1
2015,1,c209,3,3260,1
2015,1,c21,1,1000,1
2015,1,c210,1,4014,4
2015,1,c211,0,2196,1
2015,1,c212,0,2630,1
2015,1,c213,1,4400,3
2015,1,c214,0,4516,3
2015,1,c215,0,2272,2
2015,1,c216,3,1880,1
2015,1,c217,3,2500,1
2015,1,c218,0,1435,1
2015,1,c219,1,523,1
2015,1,c22,0,1500,2
2015,1,c220,1,1860,4
2015,1,c221,0,1131,1
2015,1,c222,0,2035,1
2015,1,c223,0,2196,1
2015,1,c224,1,6064,2
2015,1,c225,0,1740,1
2015,1,c226,3,2955,1
2015,1,c227,0,730,3
2015,1,c228,0,1880,1
2015,1,c229,1,1660,1
2015,1,c23,0,2660,2
2015,1,c230,0,5198,2
2015,1,c231,0,2214,3
2015,1,c232,3,1990,1
2015,1,c233,0,1350,1
2015,1,c234,3,1270,1
2015,1,c235,0,1350,1
2015,1,c236,3,1945,1
2015,1,c237,1,6945,3
2015,1,c238,3,1880,1
2015,1,c239,3,2640,1
2015,1,c24,0,1090,1
2015,1,c240,1,1380,1
2015,1,c241,0,4730,5
2015,1,c242,0,830,1
2015,1,c243,3,6570,7
2015,1,c244,3,855,3
2015,1,c245,1,4918,5
2015,1,c246,0,294,3
2015,1,c247,2,3270,3
2015,1,c248,1,3340,3
2015,1,c249,3,475,2
2015,1,c25,3,1000,1
2015,1,c250,0,1654,1
2015,1,c251,3,10409,14
2015,1,c252,1,2550,2
2015,1,c253,0,722,1
2015,1,c254,3,4601,4
2015,1,c255,0,1170,1
2015,1,c256,3,4540,5
2015,1,c257,0,2090,1
2015,1,c258,0,2174,1
2015,1,c259,3,2698,1
2015,1,c26,0,2130,1
2015,1,c260,0,2174,1
2015,1,c261,0,4310,2
2015,1,c262,3,2920,1
2015,1,c263,0,2925,1
2015,1,c264,3,4428,5
2015,1,c265,0,2242,1
2015,1,c266,1,1796,1
2015,1,c267,0,2165,1
2015,1,c268,3,2920,1
2015,1,c269,1,1330,1
2015,1,c27,0,1473,2
2015,1,c270,2,1400,1
2015,1,c271,3,2014,1
2015,1,c272,0,2546,1
2015,1,c273,0,3020,2
2015,1,c274,0,2745,5
2015,1,c275,1,4982,2
2015,1,c276,3,2630,1
2015,1,c277,0,4316,3
2015,1,c278,0,1578,1
2015,1,c279,0,2170,3
2015,1,c28,0,2658,2
2015,1,c280,0,930,4
2015,1,c281,0,418,1
2015,1,c282,0,465,1
2015,1,c283,0,550,1
2015,1,c284,0,4448,7
2015,1,c285,2,3982,7
2015,1,c286,3,7134,12
2015,1,c288,1,5947,3
2015,1,c289,1,11590,3
2015,1,c29,0,2700,2
2015,1,c290,0,2519,1
2015,1,c291,0,4473,8
2015,1,c292,3,3600,3
2015,1,c293,2,5065,3
2015,1,c294,0,3180,1
2015,1,c295,0,3170,1
2015,1,c296,0,4140,3
2015,1,c297,3,7832,4
2015,1,c298,3,9350,4
2015,1,c299,1,28000,8
2015,1,c3,3,2715,3
2015,1,c30,0,3602,5
2015,1,c301,1,6832,9
2015,1,c302,3,13012,7
2015,1,c303,1,945,1
2015,1,c304,1,4668,2
2015,1,c305,0,5800,1
2015,1,c306,3,5800,1
2015,1,c307,3,5800,1
2015,1,c308,3,5800,1
2015,1,c309,3,5800,1
2015,1,c31,0,2120,1
2015,1,c310,3,5800,13
2015,1,c311,3,5800,1
2015,1,c312,0,5800,1
2015,1,c313,2,12807,12
2015,1,c314,0,2380,1
2015,1,c315,3,2430,1
2015,1,c316,3,6541,5
2015,1,c317,0,2432,1
2015,1,c318,0,256,1
2015,1,c319,0,831,6
2015,1,c32,0,1692,1
2015,1,c320,2,2733,2
2015,1,c321,0,4450,3
2015,1,c322,0,2926,1
2015,1,c323,0,3900,1
2015,1,c324,0,3000,1
2015,1,c325,0,1045,1
2015,1,c326,1,6273,8
2015,1,c327,0,1191,1
2015,1,c328,3,6907,5
2015,1,c329,0,1046,2
2015,1,c33,3,5723,3
2015,1,c330,3,6625,8
2015,1,c332,3,2606,6
2015,1,c333,0,2717,3
2015,1,c334,3,830,5
2015,1,c335,2,4445,3
2015,1,c336,0,1948,1
2015,1,c337,0,1948,1
2015,1,c338,0,1610,1
2015,1,c34,1,3382,2
2015,1,c340,3,1948,1
2015,1,c341,0,6328,6
2015,1,c342,3,4571,3
2015,1,c343,0,2984,4
2015,1,c344,3,6216,5
2015,1,c345,0,0,6
2015,1,c346,0,1131,1
2015,1,c347,3,599,1
2015,1,c348,0,675,1
2015,1,c349,3,1131,1
2015,1,c35,0,3964,2
2015,1,c350,3,623,1
2015,1,c351,0,1406,1
2015,1,c352,0,2242,5
2015,1,c353,0,2166,1
2015,1,c354,3,1710,1
2015,1,c355,0,2242,1
2015,1,c356,1,982,2
2015,1,c357,0,2643,1
2015,1,c358,2,1720,1
2015,1,c36,0,1870,3
2015,1,c360,0,1713,3
2015,1,c361,0,827,1
2015,1,c362,1,4287,4
2015,1,c363,1,6238,4
2015,1,c364,1,4848,4
2015,1,c365,0,1739,1
2015,1,c366,1,2272,1
2015,1,c367,2,1958,2
2015,1,c368,1,4972,5
2015,1,c369,3,2196,1
2015,1,c37,0,1093,1
2015,1,c370,0,2170,1
2015,1,c373,0,523,1
2015,1,c374,1,1648,4
2015,1,c375,0,2633,3
2015,1,c376,3,827,1
2015,1,c377,0,1283,1
2015,1,c378,0,5304,3
2015,1,c379,0,1435,1
2015,1,c38,0,1330,1
2015,1,c381,3,1090,1
2015,1,c382,1,751,1
2015,1,c383,0,3590,2
2015,1,c384,1,1720,1
2015,1,c385,2,1720,1
2015,1,c386,3,2348,1
2015,1,c387,2,1570,1
2015,1,c388,0,5102,8
2015,1,c389,0,2546,2
2015,1,c39,1,3687,2
2015,1,c390,2,2426,1
2015,1,c392,0,2920,1
2015,1,c4,3,1540,3
2015,1,c40,1,630,1
2015,1,c41,0,2000,3
2015,1,c42,0,4271,3
2015,1,c43,3,2680,2
2015,1,c44,3,7682,3
2015,1,c45,1,4628,2
2015,1,c46,0,3160,1
2015,1,c47,3,2736,1
2015,1,c48,0,2480,1
2015,1,c49,1,9978,8
2015,1,c5,0,1486,2
2015,1,c50,3,4780,3
2015,1,c51,3,2394,1
2015,1,c52,1,4330,2
2015,1,c53,3,2390,1
2015,1,c54,2,8293,11
2015,1,c55,1,1764,1
2015,1,c56,0,2394,1
2015,1,c57,0,2390,1
2015,1,c58,2,4470,2
2015,1,c59,0,2430,1
2015,1,c60,0,280,2
2015,1,c61,0,256,1
2015,1,c62,0,498,3
2015,1,c63,0,133,1
2015,1,c64,3,256,1
2015,1,c65,3,1898,3
2015,1,c66,3,2650,2
2015,1,c67,0,2120,3
2015,1,c68,0,460,1
2015,1,c69,1,2490,2
2015,1,c70,0,460,1
2015,1,c71,3,1496,3
2015,1,c72,0,1958,3
2015,1,c73,0,598,2
2015,1,c74,3,640,1
2015,1,c75,0,3998,4
2015,1,c76,0,1280,1
2015,1,c77,3,580,1
2015,1,c78,0,1368,1
2015,1,c79,0,1120,1
2015,1,c8,0,1729,4
2015,1,c80,0,1190,1
2015,1,c81,3,11072,10
2015,1,c82,0,266,1
2015,1,c83,0,1778,4
2015,1,c84,0,2280,4
2015,1,c85,0,827,1
2015,1,c86,0,1739,1
2015,1,c87,3,1070,1
2015,1,c88,0,2566,2
2015,1,c89,3,893,1
2015,1,c90,3,4140,4
2015,1,c91,1,2700,1
2015,1,c92,0,2385,3
2015,1,c93,0,180,1
2015,1,c94,0,349,1
2015,1,c95,0,390,1
2015,1,c96,3,893,1
2015,1,c97,0,1170,1
2015,1,c98,0,2068,3
2015,1,c99,3,1274,1
2015,2,c103,3,3300,3
2015,2,c106,1,4633,10
2015,2,c108,3,3289,1
2015,2,c109,3,2348,1
2015,2,c111,2,10844,14
2015,2,c113,1,3090,6
2015,2,c114,3,1282,1
2015,2,c117,3,3590,3
2015,2,c124,2,3410,2
2015,2,c127,2,2265,3
2015,2,c133,1,17389,17
2015,2,c135,3,2125,6
2015,2,c138,2,15730,15
2015,2,c14,3,47,4
2015,2,c144,1,4097,7
2015,2,c151,1,4579,10
2015,2,c152,2,9257,13
2015,2,c155,1,2410,1
2015,2,c163,3,1836,7
2015,2,c166,1,37254,53
2015,2,c168,1,8465,9
2015,2,c17,1,14573,13
2015,2,c170,1,3987,6
2015,2,c175,1,3236,4
2015,2,c176,2,6988,13
2015,2,c178,3,4335,8
2015,2,c198,3,3023,5
2015,2,c213,1,4500,8
2015,2,c217,3,3170,2
2015,2,c220,1,3060,2
2015,2,c227,0,2622,1
2015,2,c234,3,3210,4
2015,2,c237,1,10328,13
2015,2,c239,3,3352,2
2015,2,c241,0,2470,1
2015,2,c245,1,10858,28
2015,2,c252,1,3503,3
2015,2,c258,0,2075,1
2015,2,c268,3,6700,6
2015,2,c270,2,3305,5
2015,2,c285,2,1304,2
2015,2,c292,3,4350,1
2015,2,c30,0,2110,2
2015,2,c304,1,6331,7
2015,2,c308,3,5800,1
2015,2,c309,3,5800,1
2015,2,c311,3,1380,1
2015,2,c313,2,13927,12
2015,2,c315,3,5800,1
2015,2,c316,3,5800,1
2015,2,c317,0,2242,1
2015,2,c320,2,952,1
2015,2,c326,1,12810,15
2015,2,c328,3,2166,1
2015,2,c332,3,1530,3
2015,2,c335,2,20737,19
2015,2,c340,3,5412,6
2015,2,c342,3,6364,7
2015,2,c354,3,6563,9
2015,2,c356,1,877,1
2015,2,c358,2,1878,2
2015,2,c362,1,4002,3
2015,2,c363,1,5352,5
2015,2,c367,2,12028,20
2015,2,c376,3,480,1
2015,2,c377,0,1654,2
2015,2,c381,3,1283,3
2015,2,c383,0,2242,1
2015,2,c384,1,4592,3
2015,2,c386,3,6094,6
2015,2,c39,1,3764,8
2015,2,c393,0,3860,10
2015,2,c394,0,3900,8
2015,2,c395,0,4089,7
2015,2,c396,3,6675,10
2015,2,c397,0,2075,2
2015,2,c398,0,3740,2
2015,2,c399,1,2776,2
2015,2,c400,3,5528,11
2015,2,c401,0,570,1
2015,2,c402,3,4790,4
2015,2,c403,3,4384,6
2015,2,c404,3,6082,6
2015,2,c405,0,2093,3
2015,2,c406,0,1690,1
2015,2,c407,0,2090,3
2015,2,c408,3,10299,13
2015,2,c409,1,4200,5
2015,2,c410,0,680,2
2015,2,c411,0,875,2
2015,2,c412,3,8158,11
2015,2,c413,0,6029,9
2015,2,c414,0,4360,7
2015,2,c415,3,2288,3
2015,2,c416,0,1575,1
2015,2,c417,0,2186,3
2015,2,c418,0,2940,5
2015,2,c419,3,2155,5
2015,2,c420,1,2130,3
2015,2,c421,3,3880,10
2015,2,c422,0,4473,8
2015,2,c423,0,1692,2
2015,2,c424,0,2936,4
2015,2,c425,0,689,2
2015,2,c426,3,2430,1
2015,2,c427,3,5000,1
2015,2,c428,3,5748,11
2015,2,c429,1,8217,11
2015,2,c430,0,1730,3
2015,2,c431,3,5435,9
2015,2,c432,3,6784,14
2015,2,c433,0,750,2
2015,2,c434,0,1590,2
2015,2,c435,3,4118,7
2015,2,c436,3,10981,8
2015,2,c437,0,1190,2
2015,2,c438,0,1140,2
2015,2,c439,0,5203,11
2015,2,c440,1,6176,2
2015,2,c441,1,7623,9
2015,2,c442,0,2773,4
2015,2,c443,0,3900,7
2015,2,c444,3,7674,10
2015,2,c445,1,4404,3
2015,2,c446,0,3211,2
2015,2,c447,3,6179,6
2015,2,c448,1,2861,1
2015,2,c449,3,3854,6
2015,2,c450,1,3882,6
2015,2,c451,3,4360,12
2015,2,c452,0,1654,2
2015,2,c453,0,1880,1
2015,2,c454,3,1890,2
2015,2,c455,0,2774,2
2015,2,c456,0,665,2
2015,2,c457,1,2708,5
2015,2,c458,0,1940,2
2015,2,c459,0,836,1
2015,2,c460,3,3498,3
2015,2,c461,0,4700,9
2015,2,c462,0,466,1
2015,2,c463,1,4998,8
2015,2,c464,3,370,2
2015,2,c465,0,4770,6
2015,2,c466,0,640,1
2015,2,c467,0,2060,1
2015,2,c468,0,910,1
2015,2,c469,0,3968,6
2015,2,c470,0,879,3
2015,2,c471,0,2670,2
2015,2,c472,0,1880,2
2015,2,c473,0,1093,2
2015,2,c474,3,1881,1
2015,2,c475,1,3353,3
2015,2,c476,3,2990,1
2015,2,c477,1,2990,2
2015,2,c478,0,7186,8
2015,2,c479,0,440,2
2015,2,c480,0,2310,2
2015,2,c481,0,3900,7
2015,2,c482,0,1718,3
2015,2,c483,3,266,2
2015,2,c484,0,1290,3
2015,2,c485,3,3772,5
2015,2,c486,0,1460,1
2015,2,c487,0,3793,6
2015,2,c488,0,979,1
2015,2,c489,3,1040,1
2015,2,c490,1,2580,1
2015,2,c491,0,1880,1
2015,2,c492,1,4703,6
2015,2,c493,3,1730,1
2015,2,c494,0,6227,7
2015,2,c495,0,3290,2
2015,2,c496,0,890,1
2015,2,c497,0,2871,2
2015,2,c498,0,1790,1
2015,2,c499,0,1540,1
2015,2,c500,0,1862,1
2015,2,c501,1,1220,1
2015,2,c502,2,2174,2
2015,2,c503,0,1178,2
2015,2,c504,3,2242,1
2015,2,c505,3,4480,5
2015,2,c506,0,2546,2
2015,2,c507,0,1786,1
2015,2,c508,1,2774,2
2015,2,c509,0,2160,1
2015,2,c510,0,2166,1
2015,2,c511,1,14480,19
2015,2,c512,0,2700,4
2015,2,c513,0,1967,2
2015,2,c514,1,16724,14
2015,2,c515,3,2567,2
2015,2,c516,1,15122,23
2015,2,c517,0,3979,7
2015,2,c518,2,15343,28
2015,2,c519,3,4915,5
2015,2,c52,1,11217,14
2015,2,c520,3,2127,3
2015,2,c521,2,7169,15
2015,2,c522,1,8945,12
2015,2,c523,1,4916,11
2015,2,c524,0,2044,1
2015,2,c525,3,7000,13
2015,2,c526,1,2877,2
2015,2,c527,0,979,1
2015,2,c528,3,3848,5
2015,2,c529,3,7685,9
2015,2,c530,1,16662,26
2015,2,c531,3,3178,4
2015,2,c532,1,1947,1
2015,2,c533,0,979,1
2015,2,c534,0,2256,2
2015,2,c535,0,6026,9
2015,2,c536,3,7020,6
2015,2,c537,0,2566,2
2015,2,c538,1,5345,9
2015,2,c539,1,4335,8
2015,2,c54,2,17486,12
2015,2,c540,1,1781,4
2015,2,c541,3,3022,2
2015,2,c542,0,6100,8
2015,2,c543,0,1587,1
2015,2,c544,3,2186,2
2015,2,c545,0,813,1
2015,2,c546,1,9854,17
2015,2,c547,3,10274,17
2015,2,c548,1,3047,4
2015,2,c549,0,3310,7
2015,2,c550,0,2153,2
2015,2,c551,0,3077,2
2015,2,c552,3,8503,12
2015,2,c553,3,485,4
2015,2,c554,3,1131,1
2015,2,c555,3,3735,7
2015,2,c556,3,1656,2
2015,2,c557,0,1435,1
2015,2,c558,0,3816,9
2015,2,c559,0,613,3
2015,2,c560,0,820,1
2015,2,c561,2,5819,6
2015,2,c562,0,1307,2
2015,2,c563,0,4560,7
2015,2,c564,3,3201,2
2015,2,c565,1,10715,13
2015,2,c566,3,9173,11
2015,2,c567,3,7651,12
2015,2,c568,0,3878,6
2015,2,c569,3,972,1
2015,2,c57,0,540,2
2015,2,c570,0,2858,2
2015,2,c571,0,1853,1
2015,2,c572,0,6326,6
2015,2,c573,0,3745,6
2015,2,c574,3,1496,2
2015,2,c575,0,1436,1
2015,2,c576,0,1493,3
2015,2,c577,3,4353,6
2015,2,c578,1,6570,8
2015,2,c579,0,1173,1
2015,2,c58,2,14328,8
2015,2,c580,3,1428,1
2015,2,c581,3,6893,6
2015,2,c582,0,1088,1
2015,2,c583,0,4900,7
2015,2,c584,3,6183,10
2015,2,c585,0,3555,5
2015,2,c586,2,12567,10
2015,2,c587,3,7586,3
2015,2,c588,3,1460,1
2015,2,c589,0,1757,2
2015,2,c590,0,2161,2
2015,2,c591,1,3750,2
2015,2,c592,1,3972,7
2015,2,c593,0,3829,7
2015,2,c594,0,3110,4
2015,2,c595,0,5056,8
2015,2,c596,1,2044,1
2015,2,c597,1,12245,13
2015,2,c598,3,1283,1
2015,2,c599,0,3160,4
2015,2,c601,0,2040,1
2015,2,c602,3,932,1
2015,2,c603,0,1880,1
2015,2,c604,3,1740,1
2015,2,c605,3,6450,6
2015,2,c606,3,2500,1
2015,2,c607,0,370,1
2015,2,c608,0,2196,1
2015,2,c609,1,2196,1
2015,2,c610,0,1130,1
2015,2,c611,0,2044,1
2015,2,c612,3,5190,8
2015,2,c613,0,2665,1
2015,2,c614,3,6921,6
2015,2,c615,0,2160,1
2015,2,c616,0,5735,7
2015,2,c617,1,6541,8
2015,2,c618,0,4420,2
2015,2,c619,2,3473,4
2015,2,c620,0,1290,2
2015,2,c621,0,5039,7
2015,2,c622,3,589,1
2015,2,c623,0,740,1
2015,2,c624,3,5064,7
2015,2,c625,0,394,4
2015,2,c626,0,4900,5
2015,2,c627,0,1643,3
2015,2,c628,0,2318,3
2015,2,c629,3,4535,7
2015,2,c630,0,1093,1
2015,2,c631,0,2699,2
2015,2,c632,0,2600,1
2015,2,c633,3,6239,7
2015,2,c634,0,2600,1
2015,2,c635,3,4933,6
2015,2,c636,0,2015,1
2015,2,c637,3,1170,1
2015,2,c638,0,2700,2
2015,2,c639,3,1102,1
2015,2,c640,3,3888,7
2015,2,c641,3,1380,1
2015,2,c642,0,4480,6
2015,2,c643,0,1730,1
2015,2,c644,0,1550,2
2015,2,c645,0,2080,1
2015,2,c646,0,1800,1
2015,2,c647,0,2804,1
2015,2,c648,1,1090,1
2015,2,c649,3,1090,1
2015,2,c65,3,3000,4
2015,2,c650,0,790,3
2015,2,c651,0,3760,4
2015,2,c652,0,1980,4
2015,2,c653,3,790,1
2015,2,c654,3,790,1
2015,2,c655,0,2670,3
2015,2,c656,0,361,1
2015,2,c657,0,209,1
2015,2,c658,0,3717,1
2015,2,c659,0,2519,1
2015,2,c66,3,1910,3
2015,2,c660,1,7148,9
2015,2,c662,3,7590,7
2015,2,c663,0,6181,7
2015,2,c664,0,2736,2
2015,2,c665,0,3830,7
2015,2,c666,0,3150,1
2015,2,c667,0,3486,3
2015,2,c668,0,5831,8
2015,2,c669,3,4350,1
2015,2,c670,0,4300,6
2015,2,c671,3,1435,2
2015,2,c672,0,4350,1
2015,2,c673,2,7875,8
2015,2,c674,1,2392,2
2015,2,c675,3,4362,4
2015,2,c676,0,2776,1
2015,2,c677,0,5800,1
2015,2,c678,0,6380,3
2015,2,c679,3,5800,1
2015,2,c680,0,5800,1
2015,2,c681,0,5800,1
2015,2,c682,3,2480,2
2015,2,c683,0,5800,1
2015,2,c684,3,5800,1
2015,2,c685,0,5750,7
2015,2,c686,0,1672,4
2015,2,c687,0,4505,7
2015,2,c688,3,3916,9
2015,2,c689,3,1591,4
2015,2,c690,3,2966,6
2015,2,c691,3,512,2
2015,2,c692,0,512,2
2015,2,c693,0,1160,2
2015,2,c694,0,1764,1
2015,2,c695,1,4505,2
2015,2,c696,0,2221,1
2015,2,c697,0,390,1
2015,2,c698,0,780,2
2015,2,c699,0,2468,2
2015,2,c700,3,1198,1
2015,2,c701,0,1650,2
2015,2,c702,0,523,1
2015,2,c703,3,2480,1
2015,2,c704,0,3737,10
2015,2,c705,3,2892,3
2015,2,c706,0,2242,1
2015,2,c707,0,830,5
2015,2,c708,0,3808,12
2015,2,c709,0,3196,6
2015,2,c710,0,3026,6
2015,2,c711,0,384,3
2015,2,c712,0,485,2
2015,2,c713,0,6455,13
2015,2,c714,3,3008,5
2015,2,c715,0,2690,3
2015,2,c716,0,1690,2
2015,2,c717,3,2320,4
2015,2,c718,3,8576,7
2015,2,c719,3,7159,9
2015,2,c720,0,3289,1
2015,2,c722,1,447,1
2015,2,c723,0,2044,1
2015,2,c724,0,599,1
2015,2,c725,3,1110,1
2015,2,c726,0,2390,1
2015,2,c727,0,1654,1
2015,2,c728,0,2166,1
2015,2,c729,0,2166,1
2015,2,c730,0,2166,2
2015,2,c731,3,1330,1
2015,2,c732,0,523,1
2015,2,c733,3,8290,12
2015,2,c734,3,4731,8
2015,2,c735,3,4848,6
2015,2,c736,3,6814,15
2015,2,c737,0,2510,3
2015,2,c738,0,2292,2
2015,2,c739,0,5612,6
2015,2,c74,3,3440,3
2015,2,c740,3,6992,7
2015,2,c741,1,2196,1
2015,2,c742,3,4131,5
2015,2,c743,0,2268,4
2015,2,c744,0,4321,10
2015,2,c745,0,1460,1
2015,2,c746,3,8610,11
2015,2,c747,0,3004,3
2015,2,c748,0,2804,2
2015,2,c749,3,9152,14
2015,2,c750,0,3934,6
2015,2,c751,0,2442,2
2015,2,c752,0,2166,1
2015,2,c753,0,242,2
2015,2,c754,1,1103,1
2015,2,c95,0,1368,2
2015,3,c1000,0,2680,2
2015,3,c1001,0,665,1
2015,3,c1002,0,1216,1
2015,3,c1003,0,2760,2
2015,3,c1004,3,4706,2
2015,3,c1005,0,1093,1
2015,3,c1006,3,1435,1
2015,3,c1007,0,1840,2
2015,3,c1008,0,969,1
2015,3,c1009,0,780,2
2015,3,c1010,0,2673,2
2015,3,c1011,0,990,1
2015,3,c1012,0,2560,2
2015,3,c1013,0,430,1
2015,3,c1014,3,2992,1
2015,3,c1015,0,6430,4
2015,3,c1016,0,1170,1
2015,3,c1017,1,9168,10
2015,3,c1018,0,3630,3
2015,3,c1019,3,6340,7
2015,3,c1020,0,1970,3
2015,3,c1021,3,6202,5
2015,3,c1022,0,4317,5
2015,3,c1023,0,2195,4
2015,3,c1024,3,6559,5
2015,3,c1025,0,840,1
2015,3,c1026,0,4781,4
2015,3,c1027,3,1295,2
2015,3,c1028,3,418,1
2015,3,c1029,3,760,1
2015,3,c1030,3,2340,1
2015,3,c1031,1,4908,3
2015,3,c1032,0,2052,3
2015,3,c1033,0,2414,1
2015,3,c1034,0,1730,1
2015,3,c1035,0,1750,2
2015,3,c1036,0,2795,1
2015,3,c1037,0,2480,1
2015,3,c1038,0,2044,1
2015,3,c1039,0,2044,1
2015,3,c1040,0,1046,2
2015,3,c1041,0,394,3
2015,3,c1042,0,4392,2
2015,3,c1043,0,2196,1
2015,3,c1044,0,6184,3
2015,3,c1045,0,1320,1
2015,3,c1046,0,3110,1
2015,3,c1047,0,2348,1
2015,3,c1048,0,1878,2
2015,3,c1049,3,625,1
2015,3,c1050,0,827,1
2015,3,c1051,0,3686,1
2015,3,c1052,0,2090,1
2015,3,c106,1,859,2
2015,3,c11,3,1477,5
2015,3,c111,2,10151,8
2015,3,c128,3,1690,1
2015,3,c13,3,3753,3
2015,3,c135,3,4346,3
2015,3,c138,2,12764,14
2015,3,c141,3,4685,5
2015,3,c143,1,2686,2
2015,3,c144,1,622,4
2015,3,c146,3,827,1
2015,3,c148,1,3916,3
2015,3,c152,2,10778,11
2015,3,c157,2,10700,5
2015,3,c158,3,2166,1
2015,3,c159,1,4220,3
2015,3,c168,1,5510,4
2015,3,c17,1,8201,12
2015,3,c175,1,1043,1
2015,3,c176,2,5949,10
2015,3,c18,3,1216,2
2015,3,c186,1,3935,2
2015,3,c189,1,2780,2
2015,3,c198,3,940,1
2015,3,c206,3,2472,1
2015,3,c21,1,1672,2
2015,3,c216,3,2790,1
2015,3,c220,1,2910,4
2015,3,c229,1,2994,2
2015,3,c237,1,590,1
2015,3,c242,0,1958,2
2015,3,c246,0,1354,2
2015,3,c248,1,2690,1
2015,3,c249,3,853,2
2015,3,c266,1,10691,14
2015,3,c270,2,3733,3
2015,3,c274,0,750,1
2015,3,c285,2,8264,8
2015,3,c286,3,326,3
2015,3,c293,2,748,2
2015,3,c301,1,5005,3
2015,3,c304,1,4254,5
2015,3,c306,3,5800,1
2015,3,c307,3,5800,1
2015,3,c308,3,10150,2
2015,3,c309,3,5800,1
2015,3,c310,3,4350,1
2015,3,c311,3,5800,1
2015,3,c313,2,18571,17
2015,3,c315,3,10150,2
2015,3,c320,2,3433,5
2015,3,c326,1,7660,5
2015,3,c332,3,1480,2
2015,3,c335,2,20683,25
2015,3,c337,0,2870,1
2015,3,c340,3,4760,3
2015,3,c342,3,3290,2
2015,3,c350,3,2441,3
2015,3,c355,0,2670,2
2015,3,c358,2,4625,2
2015,3,c362,1,3248,4
2015,3,c363,1,12370,12
2015,3,c364,1,3960,3
2015,3,c367,2,12904,9
2015,3,c368,1,20235,11
2015,3,c376,3,1250,1
2015,3,c384,1,6282,4
2015,3,c385,2,1626,2
2015,3,c399,1,893,1
2015,3,c4,3,2272,2
