year,month,customer,new_cluster,total_purchase_amount,total_transaction_count
2016,7,c3803,3,4329,10
2016,7,c382,1,6133,8
2016,7,c3821,0,4920,9
2016,7,c3822,1,4512,4
2016,7,c3838,2,6000,6
2016,7,c3852,1,2538,9
2016,7,c387,2,12100,18
2016,7,c3870,3,1945,3
2016,7,c3873,0,979,1
2016,7,c3897,0,2261,1
2016,7,c3907,1,5600,7
2016,7,c3920,0,1987,1
2016,7,c3935,3,675,1
2016,7,c3946,3,4412,8
2016,7,c3949,3,9074,6
2016,7,c3998,3,1500,1
2016,7,c4013,0,3260,5
2016,7,c4014,3,128,1
2016,7,c4019,3,466,2
2016,7,c4034,0,1749,2
2016,7,c4045,0,1071,1
2016,7,c4046,0,2128,1
2016,7,c4047,0,2498,3
2016,7,c4048,3,2947,2
2016,7,c4049,3,3506,1
2016,7,c4050,0,2565,1
2016,7,c4051,0,4485,2
2016,7,c4052,0,5847,3
2016,7,c4053,0,2872,3
2016,7,c4054,3,10427,11
2016,7,c4055,3,5494,4
2016,7,c4056,0,2785,3
2016,7,c4057,0,2584,3
2016,7,c4058,0,1463,1
2016,7,c4059,0,1320,2
2016,7,c4060,3,5320,4
2016,7,c4061,0,5360,5
2016,7,c4062,3,4781,3
2016,7,c4063,3,8863,7
2016,7,c4064,3,3287,5
2016,7,c4065,0,3158,2
2016,7,c4066,0,2992,1
2016,7,c4067,3,2992,1
2016,7,c4068,0,3082,5
2016,7,c4069,0,2606,3
2016,7,c4070,0,1881,1
2016,7,c4071,3,6112,4
2016,7,c4072,0,4125,2
2016,7,c4073,0,5718,6
2016,7,c4074,0,4539,4
2016,7,c4076,0,4013,3
2016,7,c4077,1,7547,6
2016,7,c4078,3,2760,3
2016,7,c4079,0,5990,3
2016,7,c4080,0,3380,4
2016,7,c4081,3,1629,2
2016,7,c4082,0,640,1
2016,7,c4083,0,3530,7
2016,7,c4084,0,979,1
2016,7,c4085,0,295,1
2016,7,c4086,0,1007,1
2016,7,c4087,0,2090,1
2016,7,c4088,0,266,1
2016,7,c4089,0,646,1
2016,7,c4090,0,2576,1
2016,7,c4091,3,1379,3
2016,7,c4092,0,1510,1
2016,7,c4093,0,1169,2
2016,7,c4094,0,2443,1
2016,7,c4095,0,549,2
2016,7,c4096,0,890,1
2016,7,c4097,0,99,1
2016,7,c4098,0,6771,8
2016,7,c4099,0,390,1
2016,7,c4100,0,2871,1
2016,7,c4101,0,1690,1
2016,7,c4102,0,2242,1
2016,7,c4103,3,1654,2
2016,7,c4104,0,789,1
2016,7,c4105,3,1607,2
2016,7,c4106,0,5352,5
2016,7,c4107,3,2414,2
2016,7,c4108,3,6207,12
2016,7,c4109,0,3328,2
2016,7,c4110,3,10590,8
2016,7,c4111,0,1242,2
2016,7,c4112,0,445,4
2016,7,c4113,0,3400,5
2016,7,c4114,0,2852,4
2016,7,c4115,0,5218,3
2016,7,c4116,0,1654,2
2016,7,c4117,0,4224,7
2016,7,c4118,3,9744,8
2016,7,c4119,0,4222,7
2016,7,c4120,0,557,4
2016,7,c4121,0,2044,1
2016,7,c4122,3,5840,9
2016,7,c4123,0,750,1
2016,7,c4124,0,580,1
2016,7,c4125,0,3005,6
2016,7,c4126,0,3118,2
2016,7,c4127,0,1330,2
2016,7,c4128,0,3329,3
2016,7,c4129,0,2600,3
2016,7,c4130,0,4751,2
2016,7,c4131,0,750,1
2016,7,c4132,0,1270,2
2016,7,c4133,0,617,1
2016,7,c4134,0,1435,1
2016,7,c4135,0,2576,1
2016,7,c4136,0,1046,2
2016,7,c4137,0,3320,4
2016,7,c4138,0,2405,3
2016,7,c4139,0,4946,8
2016,7,c4140,0,827,1
2016,7,c4141,0,3028,4
2016,7,c4142,0,4111,5
2016,7,c4143,0,248,2
2016,7,c4144,0,371,1
2016,7,c4145,0,646,1
2016,7,c4146,0,979,1
2016,7,c4147,0,1160,1
2016,7,c4148,0,2881,3
2016,7,c4149,0,4524,7
2016,7,c4150,3,4011,1
2016,7,c4151,0,3210,10
2016,7,c4152,0,1511,1
2016,7,c4153,0,5087,4
2016,7,c4154,0,979,1
2016,7,c4155,0,599,1
2016,7,c4156,0,2506,2
2016,7,c4157,0,2718,2
2016,7,c4158,0,3032,1
2016,7,c4159,0,2187,1
2016,7,c4160,0,675,1
2016,7,c4161,0,1280,1
2016,7,c4162,0,1280,1
2016,7,c4163,0,600,1
2016,7,c4164,0,1710,1
2016,7,c4165,0,6226,3
2016,7,c4166,0,2470,1
2016,7,c4167,0,3745,3
2016,7,c4168,0,1045,1
2016,7,c4169,0,2227,3
2016,7,c4170,0,1120,1
2016,7,c4171,0,5660,7
2016,7,c4172,0,1184,1
2016,7,c4173,0,4601,4
2016,7,c4174,0,7208,7
2016,7,c4175,0,1860,2
2016,7,c4176,0,589,1
2016,7,c4177,0,1344,3
2016,7,c4178,0,1710,1
2016,7,c4179,3,1890,1
2016,7,c4180,1,3744,2
2016,7,c4181,0,3940,2
2016,7,c4182,0,1502,1
2016,7,c4183,0,1198,1
2016,7,c4184,3,1650,1
2016,7,c4185,0,790,1
2016,7,c4186,3,590,1
2016,7,c4187,3,1521,1
2016,7,c4188,0,1435,1
2016,7,c4189,0,3298,2
2016,7,c4190,0,490,1
2016,7,c4191,0,2358,1
2016,7,c4192,0,2690,1
2016,7,c4193,0,2242,1
2016,7,c4194,0,2130,1
2016,7,c4195,0,3972,5
2016,7,c4196,0,2014,1
2016,7,c4197,0,1020,1
2016,7,c4198,0,1330,1
2016,7,c4199,0,2125,2
2016,7,c420,1,2262,4
2016,7,c4200,0,3880,1
2016,7,c4201,0,1880,1
2016,7,c4202,0,1990,1
2016,7,c4203,0,1334,2
2016,7,c4204,0,740,1
2016,7,c4205,3,1844,1
2016,7,c4206,0,4459,5
2016,7,c4207,0,2338,2
2016,7,c4208,3,7850,3
2016,7,c4209,0,1270,1
2016,7,c4210,3,1606,1
2016,7,c4211,0,1416,1
2016,7,c4212,0,299,1
2016,7,c4213,0,580,2
2016,7,c4214,3,16470,19
2016,7,c4215,0,2485,3
2016,7,c4216,2,3486,4
2016,7,c4217,3,567,1
2016,7,c4218,0,922,1
2016,7,c4219,0,2457,2
2016,7,c4220,0,2015,2
2016,7,c4221,3,1815,1
2016,7,c4222,3,580,1
2016,7,c4223,0,5073,10
2016,7,c4224,0,2849,2
2016,7,c4225,3,4493,7
2016,7,c4226,3,4193,4
2016,7,c4227,3,13189,20
2016,7,c4228,3,5021,8
2016,7,c4229,0,1578,3
2016,7,c4230,3,3675,6
2016,7,c4231,0,4437,5
2016,7,c4232,0,2560,2
2016,7,c4233,0,4040,3
2016,7,c4234,0,3148,3
2016,7,c4235,3,3593,4
2016,7,c4236,3,5000,6
2016,7,c4237,0,3754,7
2016,7,c4238,0,1787,1
2016,7,c4239,0,1283,1
2016,7,c4240,0,1131,1
2016,7,c4241,0,2044,1
2016,7,c4242,0,3295,7
2016,7,c4243,0,3726,3
2016,7,c4244,3,1188,5
2016,7,c4245,0,1130,4
2016,7,c4246,0,484,2
2016,7,c4247,0,751,1
2016,7,c4248,0,1892,1
2016,7,c4249,0,240,3
2016,7,c426,3,1321,2
2016,7,c441,1,12311,3
2016,7,c450,1,2962,3
2016,7,c464,3,2907,1
2016,7,c468,0,856,1
2016,7,c471,0,1487,2
2016,7,c474,3,2390,5
2016,7,c477,1,5672,2
2016,7,c490,1,3983,2
2016,7,c501,1,12534,12
2016,7,c508,1,3783,3
2016,7,c523,1,1835,2
2016,7,c544,3,1573,2
2016,7,c548,1,2094,2
2016,7,c559,0,238,2
2016,7,c561,2,11964,8
2016,7,c578,1,750,1
2016,7,c580,3,1830,2
2016,7,c596,1,2510,2
2016,7,c604,3,1283,2
2016,7,c617,1,1283,1
2016,7,c641,3,1359,1
2016,7,c648,1,1958,2
2016,7,c660,1,2427,2
2016,7,c706,0,1442,2
2016,7,c714,3,2187,1
2016,7,c725,3,1010,1
2016,7,c731,3,4380,1
2016,7,c741,1,980,1
2016,7,c758,0,1198,2
2016,7,c759,1,6787,5
2016,7,c760,0,2090,2
2016,7,c77,3,740,1
2016,7,c773,1,4241,3
2016,7,c774,1,4792,6
2016,7,c776,0,1770,1
2016,7,c782,1,490,1
2016,7,c8,0,1100,3
2016,7,c81,3,4929,8
2016,7,c818,0,693,1
2016,7,c823,3,4838,8
2016,7,c833,3,4342,4
2016,7,c836,3,290,1
2016,7,c854,3,3200,2
2016,7,c858,2,6323,5
2016,7,c862,3,922,1
2016,7,c906,0,1359,1
2016,7,c909,3,5142,2
2016,7,c914,3,6303,5
2016,7,c918,1,1301,4
2016,7,c925,3,4762,6
2016,7,c928,3,2347,2
2016,7,c951,1,4610,3
2016,7,c972,0,523,1
2016,7,c98,0,2113,1
2016,8,c1028,3,979,1
2016,8,c1030,3,1787,1
2016,8,c1067,3,1130,1
2016,8,c1082,1,6453,5
2016,8,c1092,1,10628,8
2016,8,c1093,0,1283,1
2016,8,c110,2,1806,2
2016,8,c1102,3,5000,4
2016,8,c113,1,6354,8
2016,8,c1142,1,5945,4
2016,8,c1146,3,290,1
2016,8,c1153,3,3020,6
2016,8,c1154,3,3020,5
2016,8,c1199,0,1003,2
2016,8,c1205,0,2794,2
2016,8,c1213,3,903,1
2016,8,c1231,1,1739,1
2016,8,c124,2,2225,3
2016,8,c1255,3,1060,1
2016,8,c1256,3,2000,3
2016,8,c1291,3,523,2
2016,8,c1294,1,2110,2
2016,8,c1299,1,1626,1
2016,8,c1306,3,1980,2
2016,8,c1350,0,684,1
2016,8,c1351,3,3080,5
2016,8,c136,1,3145,10
2016,8,c1391,0,3860,6
2016,8,c1406,0,3411,4
2016,8,c1408,0,1030,1
2016,8,c1425,2,32085,26
2016,8,c1427,3,750,1
2016,8,c145,3,1960,2
2016,8,c1454,3,1311,2
2016,8,c1456,0,1844,1
2016,8,c1457,0,3570,3
2016,8,c1462,0,4710,7
2016,8,c1489,3,3857,7
2016,8,c1527,1,2319,2
2016,8,c1555,2,880,1
2016,8,c157,2,6360,2
2016,8,c1574,2,7042,6
2016,8,c1576,1,6720,12
2016,8,c1580,2,4182,5
2016,8,c159,1,1724,7
2016,8,c1603,0,2328,1
2016,8,c1621,0,5293,6
2016,8,c1627,2,3316,3
2016,8,c1642,1,8310,7
2016,8,c1649,0,357,1
2016,8,c1659,3,1049,1
2016,8,c1672,2,3042,2
2016,8,c1689,3,1188,1
2016,8,c1692,3,6081,9
2016,8,c1738,3,4123,4
2016,8,c1746,1,1300,1
2016,8,c1750,3,1045,1
2016,8,c1762,3,4012,1
2016,8,c1763,2,10173,10
2016,8,c1776,0,2220,1
2016,8,c1777,1,690,1
2016,8,c1789,2,1928,1
2016,8,c1803,3,6663,8
2016,8,c1841,1,1960,2
2016,8,c1900,1,4490,3
2016,8,c193,2,11756,14
2016,8,c1934,3,890,1
2016,8,c1936,0,2747,2
2016,8,c1963,1,2660,2
2016,8,c1986,0,285,1
2016,8,c2004,3,4354,3
2016,8,c2011,3,980,1
2016,8,c2014,0,3327,5
2016,8,c2031,0,599,1
2016,8,c2041,1,1511,1
2016,8,c2055,1,6544,15
2016,8,c2063,0,2360,1
2016,8,c207,3,980,1
2016,8,c2073,0,124,1
2016,8,c2089,1,5225,7
2016,8,c2116,1,5684,4
2016,8,c2117,0,1359,1
2016,8,c213,1,3479,2
2016,8,c2135,2,490,1
2016,8,c2145,3,599,1
2016,8,c2160,3,599,1
2016,8,c2169,3,4740,4
2016,8,c2178,3,900,1
2016,8,c2208,1,2500,1
2016,8,c2241,3,1830,2
2016,8,c2249,0,540,1
2016,8,c2250,3,3603,3
2016,8,c2276,2,1492,1
2016,8,c228,0,1435,1
2016,8,c229,1,8568,11
2016,8,c2294,0,1680,1
2016,8,c2296,0,1386,1
2016,8,c2325,1,11857,6
2016,8,c234,3,1359,1
2016,8,c235,0,599,1
2016,8,c2386,3,6240,2
2016,8,c2404,0,2500,1
2016,8,c2408,3,4982,2
2016,8,c2416,0,2048,3
2016,8,c2427,3,3361,7
2016,8,c2443,0,3697,6
2016,8,c2451,3,4712,1
2016,8,c248,1,5874,6
2016,8,c2480,2,15770,19
2016,8,c249,3,690,1
2016,8,c2518,1,1967,3
2016,8,c2548,0,570,2
2016,8,c2551,1,11550,15
2016,8,c256,3,1391,6
2016,8,c2580,1,3939,6
2016,8,c2614,3,2805,1
2016,8,c2622,3,2142,2
2016,8,c2636,3,1093,1
2016,8,c2645,0,3286,3
2016,8,c2650,0,1280,1
2016,8,c269,1,3035,12
2016,8,c2693,0,3506,4
2016,8,c2742,3,2624,2
2016,8,c2771,3,9905,9
2016,8,c2778,3,5530,3
2016,8,c280,0,182,1
2016,8,c2800,1,3956,3
2016,8,c2840,0,1540,2
2016,8,c2855,3,3296,3
2016,8,c2856,0,675,1
2016,8,c2907,0,2492,2
2016,8,c2910,0,670,1
2016,8,c2911,0,770,1
2016,8,c2920,3,1892,1
2016,8,c2933,3,3581,2
2016,8,c2941,3,2565,1
2016,8,c2944,1,1722,2
2016,8,c2947,1,5635,9
2016,8,c2960,3,3720,8
2016,8,c3017,3,3073,3
2016,8,c3021,3,6116,3
2016,8,c3039,3,5709,6
2016,8,c3040,1,4985,4
2016,8,c3049,3,1740,1
2016,8,c3066,3,8366,5
2016,8,c3100,3,2619,2
2016,8,c3142,0,2633,2
2016,8,c3151,3,3700,6
2016,8,c3167,3,2100,3
2016,8,c320,2,2744,2
2016,8,c3202,2,5300,6
2016,8,c3223,3,555,2
2016,8,c3233,3,3145,5
2016,8,c3273,0,0,2
2016,8,c33,3,8600,7
2016,8,c3312,3,8533,9
2016,8,c3325,1,1587,1
2016,8,c3327,3,4363,6
2016,8,c3329,3,1435,1
2016,8,c3346,3,3219,8
2016,8,c3370,1,9489,17
2016,8,c3381,0,828,1
2016,8,c34,1,6923,4
2016,8,c3403,1,4655,3
2016,8,c3428,1,491,1
2016,8,c3433,3,693,1
2016,8,c3465,3,2805,2
2016,8,c347,3,4060,4
2016,8,c3508,1,3930,2
2016,8,c3518,3,560,1
2016,8,c3520,3,6167,3
2016,8,c3541,0,2502,2
2016,8,c3551,0,2601,1
2016,8,c3569,1,1467,3
2016,8,c3585,1,1859,3
2016,8,c3592,2,10966,11
2016,8,c3598,3,11931,16
2016,8,c3612,3,3070,8
2016,8,c3646,1,680,1
2016,8,c3657,3,2186,2
2016,8,c3713,0,371,1
2016,8,c3719,3,1816,2
2016,8,c3722,0,3158,4
2016,8,c3734,3,9983,18
2016,8,c3797,3,2584,1
2016,8,c3813,3,2111,2
2016,8,c3838,2,2445,3
2016,8,c3858,3,2567,3
2016,8,c3870,3,3810,6
2016,8,c3882,3,1860,1
2016,8,c3889,3,1596,2
2016,8,c3903,3,621,1
2016,8,c3922,1,9165,6
2016,8,c3946,3,979,3
2016,8,c399,1,2784,2
2016,8,c3998,3,4220,2
2016,8,c4008,1,2139,2
2016,8,c4019,3,1625,3
2016,8,c402,3,3126,1
2016,8,c404,3,979,1
2016,8,c4048,3,4734,6
2016,8,c4062,3,1180,1
2016,8,c4071,3,1317,1
2016,8,c4077,1,6560,2
2016,8,c4081,3,2275,3
2016,8,c4091,3,342,3
2016,8,c4103,3,1435,1
2016,8,c4122,3,9121,13
2016,8,c4134,0,2420,2
2016,8,c4136,0,969,1
2016,8,c4146,0,1502,2
2016,8,c4205,3,3048,2
2016,8,c421,3,1108,2
2016,8,c4216,2,16438,21
2016,8,c4217,3,2773,3
2016,8,c423,0,435,1
2016,8,c4230,3,6633,12
2016,8,c4235,3,2250,2
2016,8,c4237,0,399,1
2016,8,c4244,3,3412,5
2016,8,c4250,3,7572,4
2016,8,c4251,0,2680,3
2016,8,c4252,0,5361,5
2016,8,c4253,0,7137,3
2016,8,c4254,0,2812,1
2016,8,c4255,3,6536,3
2016,8,c4256,1,5761,5
2016,8,c4257,3,8374,5
2016,8,c4258,0,6100,7
2016,8,c4259,3,12037,11
2016,8,c4260,0,3126,1
2016,8,c4261,0,2261,1
2016,8,c4262,0,2261,1
2016,8,c4263,0,1662,1
2016,8,c4264,3,8604,5
2016,8,c4265,0,3420,1
2016,8,c4266,0,1739,1
2016,8,c4267,0,1739,1
2016,8,c4268,0,2262,2
2016,8,c4269,0,3542,4
2016,8,c4270,0,1735,1
2016,8,c4271,0,1193,1
2016,8,c4272,0,119,1
2016,8,c4273,0,423,2
2016,8,c4274,1,2856,2
2016,8,c4275,0,228,1
2016,8,c4276,0,523,1
2016,8,c4277,0,1112,1
2016,8,c4278,0,690,1
2016,8,c4279,0,3802,6
2016,8,c4280,0,490,1
2016,8,c4281,0,4981,5
2016,8,c4282,0,1060,1
2016,8,c4283,3,1410,1
2016,8,c4284,0,3287,5
2016,8,c4285,3,11783,22
2016,8,c4286,0,750,1
2016,8,c4287,3,11726,11
2016,8,c4288,0,3110,9
2016,8,c4289,0,6180,4
2016,8,c429,1,6365,5
2016,8,c4290,0,1597,3
2016,8,c4291,0,4158,3
2016,8,c4292,0,3790,4
2016,8,c4293,0,1426,2
2016,8,c4294,0,6131,3
2016,8,c4295,0,2790,2
2016,8,c4296,3,15374,11
2016,8,c4297,0,2149,4
2016,8,c4298,3,2414,2
2016,8,c4299,0,2190,2
2016,8,c4300,0,5045,9
2016,8,c4301,0,903,1
2016,8,c4302,3,7216,9
2016,8,c4303,3,4677,6
2016,8,c4304,0,2719,2
2016,8,c4305,0,589,5
2016,8,c4306,0,1895,1
2016,8,c4307,0,3131,6
2016,8,c4308,3,3355,6
2016,8,c4309,0,6063,10
2016,8,c4310,0,2015,1
2016,8,c4311,0,5366,7
2016,8,c4312,0,1620,2
2016,8,c4313,3,3980,7
2016,8,c4314,3,9963,8
2016,8,c4315,3,7721,13
2016,8,c4316,0,5304,5
2016,8,c4317,3,8324,9
2016,8,c4318,3,6400,7
2016,8,c4319,0,1958,2
2016,8,c4320,0,1131,1
2016,8,c4321,1,5283,3
2016,8,c4322,0,3123,3
2016,8,c4323,0,380,1
2016,8,c4324,0,1135,1
2016,8,c4325,0,1958,2
2016,8,c4326,0,4320,2
2016,8,c4327,0,2451,2
2016,8,c4328,0,1285,2
2016,8,c4329,0,1397,6
2016,8,c4330,0,744,1
2016,8,c4331,0,2601,1
2016,8,c4332,0,3090,4
2016,8,c4333,0,2044,1
2016,8,c4334,0,1285,1
2016,8,c4335,0,600,1
2016,8,c4336,0,355,4
2016,8,c4337,0,2044,1
2016,8,c4338,0,3128,6
2016,8,c4339,0,979,1
2016,8,c4340,0,2150,1
2016,8,c4341,0,456,1
2016,8,c4342,0,2129,2
2016,8,c4343,0,3430,4
2016,8,c4344,0,3415,1
2016,8,c4345,0,3412,4
2016,8,c4346,0,3412,1
2016,8,c4347,0,2800,1
2016,8,c4348,0,4295,2
2016,8,c4349,0,285,1
2016,8,c4350,0,740,1
2016,8,c4351,0,4180,6
2016,8,c4352,0,3050,5
2016,8,c4353,0,1120,1
2016,8,c4354,0,1844,1
2016,8,c4355,0,6676,7
2016,8,c4356,0,3139,3
2016,8,c4357,0,3746,6
2016,8,c4358,3,9720,14
2016,8,c4359,0,2119,2
2016,8,c4360,0,6118,8
2016,8,c4361,0,2719,1
2016,8,c4362,3,2675,4
2016,8,c4363,0,1580,2
2016,8,c4364,0,850,1
2016,8,c4365,0,1220,3
2016,8,c4366,0,390,1
2016,8,c4367,0,979,1
2016,8,c4368,0,3413,5
2016,8,c4369,0,2167,2
2016,8,c4370,0,1892,1
2016,8,c4371,0,1640,1
2016,8,c4372,0,4648,2
2016,8,c4373,0,4450,2
2016,8,c4374,0,5548,2
2016,8,c4375,0,1405,1
2016,8,c4376,0,4549,4
2016,8,c4377,0,1490,2
2016,8,c4378,0,1190,1
2016,8,c4379,0,2240,2
2016,8,c4380,0,2090,1
2016,8,c4381,0,817,1
2016,8,c4382,0,342,1
2016,8,c4383,0,266,1
2016,8,c4384,0,5645,6
2016,8,c4385,0,3535,5
2016,8,c4386,1,8593,6
2016,8,c4387,0,3960,6
2016,8,c4388,0,4363,8
2016,8,c4389,1,10194,15
2016,8,c4390,0,1790,1
2016,8,c4391,0,1720,2
2016,8,c4392,0,599,1
2016,8,c4393,0,2868,9
2016,8,c4394,0,640,5
2016,8,c4395,0,880,1
2016,8,c4396,0,2642,2
2016,8,c4397,0,2855,3
2016,8,c4398,3,2462,2
2016,8,c4399,3,7810,6
2016,8,c4400,0,2736,3
2016,8,c4401,3,1559,1
2016,8,c4402,0,2014,1
2016,8,c4403,3,1080,1
2016,8,c4404,0,2014,1
2016,8,c4405,0,2262,1
2016,8,c447,3,1321,1
2016,8,c452,0,1125,2
2016,8,c457,1,1140,1
2016,8,c460,3,4179,2
2016,8,c476,3,2166,1
2016,8,c477,1,4900,3
2016,8,c483,3,3276,2
2016,8,c485,3,360,1
2016,8,c489,3,5174,9
2016,8,c490,1,690,1
2016,8,c492,1,7658,13
2016,8,c493,3,7245,6
2016,8,c50,3,980,1
2016,8,c514,1,448,1
2016,8,c523,1,5940,10
2016,8,c53,3,2424,1
2016,8,c540,1,3094,6
2016,8,c55,1,1752,2
2016,8,c566,3,3034,5
2016,8,c59,0,658,2
2016,8,c591,1,1710,2
2016,8,c617,1,10200,11
2016,8,c633,3,2470,1
2016,8,c637,3,599,1
2016,8,c649,3,4294,2
2016,8,c65,3,979,1
2016,8,c671,3,1442,2
2016,8,c69,1,17935,19
2016,8,c731,3,4578,6
2016,8,c741,1,5459,6
2016,8,c771,3,380,1
2016,8,c774,1,1745,2
2016,8,c782,1,2004,2
2016,8,c787,3,1882,2
2016,8,c793,1,4161,4
2016,8,c794,3,4415,3
2016,8,c828,3,1000,1
2016,8,c858,2,3590,9
2016,8,c859,1,18665,29
2016,8,c866,1,3245,7
2016,8,c869,3,7353,9
2016,8,c87,3,998,1
2016,8,c870,2,1267,1
2016,8,c873,1,1680,1
2016,8,c878,3,6952,10
2016,8,c886,0,903,1
2016,8,c888,0,1806,2
2016,8,c893,3,8554,5
2016,8,c91,1,649,1
2016,8,c912,3,5669,8
2016,8,c918,1,2187,6
2016,8,c926,3,3880,4
2016,8,c962,1,5535,3
2016,9,c1014,3,7240,3
2016,9,c1025,0,599,1
2016,9,c1087,3,3909,10
2016,9,c1117,3,1321,1
2016,9,c112,1,3810,5
2016,9,c113,1,4011,5
2016,9,c1142,1,1960,2
2016,9,c1163,3,3845,6
2016,9,c1169,1,2719,1
2016,9,c118,3,2360,2
2016,9,c1210,1,3880,4
2016,9,c1225,3,4330,5
2016,9,c1226,0,979,1
2016,9,c1228,3,741,1
2016,9,c1242,0,1720,2
2016,9,c127,2,2704,3
2016,9,c1276,0,2660,1
2016,9,c1294,1,989,1
2016,9,c136,1,4298,10
2016,9,c1380,0,1435,1
2016,9,c1425,2,21859,31
2016,9,c1438,3,4340,3
2016,9,c1445,3,7792,13
2016,9,c1567,2,2956,4
2016,9,c1574,2,13332,21
2016,9,c159,1,372,2
2016,9,c163,3,2034,1
2016,9,c1633,1,2045,1
2016,9,c1637,3,1654,2
2016,9,c1640,1,4448,7
2016,9,c1641,3,1892,1
2016,9,c1642,1,827,1
2016,9,c1672,2,820,2
2016,9,c1674,3,637,2
2016,9,c1685,0,1739,1
2016,9,c171,1,6865,7
2016,9,c1758,3,9843,13
2016,9,c1787,0,390,1
2016,9,c1789,2,4971,3
2016,9,c1837,3,3907,9
2016,9,c1841,1,980,1
2016,9,c1877,0,1590,1
2016,9,c1889,3,3822,10
2016,9,c189,1,3937,8
2016,9,c1904,3,979,1
2016,9,c1933,3,2891,3
2016,9,c1935,1,3882,3
2016,9,c1941,2,3439,2
2016,9,c1968,1,6460,6
2016,9,c2033,0,4677,10
2016,9,c2041,1,1081,1
2016,9,c2066,3,7650,9
2016,9,c2069,3,1450,1
2016,9,c2089,1,2556,2
2016,9,c2090,0,3947,7
2016,9,c2100,1,4250,5
2016,9,c2107,0,2308,1
2016,9,c2116,1,2414,2
2016,9,c2131,1,8690,9
2016,9,c2148,0,1692,1
2016,9,c2167,0,2166,1
2016,9,c2203,1,5110,11
2016,9,c2234,3,620,2
2016,9,c2237,3,1055,1
2016,9,c2240,0,2290,2
2016,9,c2250,3,4010,3
2016,9,c2258,3,2356,1
2016,9,c2273,3,3137,3
2016,9,c2276,2,5758,9
2016,9,c2282,3,1045,1
2016,9,c2283,1,3891,3
2016,9,c2299,3,1960,1
2016,9,c2302,2,3870,5
2016,9,c2307,3,3458,1
2016,9,c2308,3,4155,6
2016,9,c2332,3,1720,2
2016,9,c2361,0,599,1
2016,9,c2385,3,675,1
2016,9,c2395,0,1179,3
2016,9,c2397,3,5539,5
2016,9,c2402,0,2948,1
2016,9,c2434,3,5443,5
2016,9,c2442,3,675,1
2016,9,c2477,3,1280,1
2016,9,c248,1,2177,3
2016,9,c2518,1,807,1
2016,9,c2525,0,580,1
2016,9,c2550,3,1055,1
2016,9,c2551,1,3240,3
2016,9,c2554,0,880,1
2016,9,c2564,3,2262,2
2016,9,c2569,3,5000,6
2016,9,c2598,0,1140,2
2016,9,c26,0,870,1
2016,9,c2613,0,1390,2
2016,9,c2621,0,1681,2
2016,9,c264,3,779,1
2016,9,c2696,3,4680,1
2016,9,c2713,0,1670,4
2016,9,c2716,3,1430,2
2016,9,c2738,0,2081,4
2016,9,c2750,0,1061,2
2016,9,c2794,0,2053,2
2016,9,c2807,3,10523,10
2016,9,c2822,3,2700,2
2016,9,c2860,3,599,1
2016,9,c2868,0,1796,1
2016,9,c289,1,990,1
2016,9,c2936,0,910,1
2016,9,c2947,1,2116,1
2016,9,c2949,3,3947,7
2016,9,c2960,3,1881,2
2016,9,c3013,0,4110,3
2016,9,c3024,3,1589,2
2016,9,c3026,0,5204,3
2016,9,c3039,3,1880,1
2016,9,c3040,1,3125,3
2016,9,c3096,3,5886,11
2016,9,c3101,0,1690,1
2016,9,c3124,3,2500,1
2016,9,c3127,1,3155,2
2016,9,c320,2,1601,3
2016,9,c3201,1,890,2
2016,9,c3202,2,2845,2
2016,9,c3225,0,4172,13
2016,9,c3327,3,390,1
2016,9,c3402,3,1506,2
2016,9,c3414,0,290,1
2016,9,c3428,1,221,1
2016,9,c3437,3,6178,12
2016,9,c3451,3,1420,1
2016,9,c3453,3,2547,3
2016,9,c3459,0,2020,1
2016,9,c3508,1,3920,5
2016,9,c3509,0,1810,2
2016,9,c3518,3,687,1
2016,9,c3575,1,540,2
2016,9,c358,2,3410,3
2016,9,c3585,1,114,1
2016,9,c3592,2,987,4
2016,9,c3612,3,5466,9
2016,9,c3628,0,1691,2
2016,9,c3640,3,3650,1
2016,9,c3646,1,1500,2
2016,9,c366,1,4990,4
2016,9,c3666,0,1580,2
2016,9,c3672,3,523,2
2016,9,c3693,3,5076,3
2016,9,c3708,3,979,1
2016,9,c3710,3,4021,7
2016,9,c3719,3,4773,2
2016,9,c3723,3,568,2
2016,9,c3782,3,3281,2
2016,9,c3790,3,690,1
2016,9,c3808,3,437,1
2016,9,c3817,3,1045,1
2016,9,c382,1,3997,7
2016,9,c3822,1,681,1
2016,9,c3828,0,2651,2
2016,9,c3838,2,6183,7
2016,9,c39,1,1100,1
2016,9,c390,2,1173,2
2016,9,c3907,1,2500,1
2016,9,c3929,0,540,1
2016,9,c3972,3,1064,1
2016,9,c3974,3,2719,2
2016,9,c3985,0,2660,1
2016,9,c3994,1,2325,3
2016,9,c4008,1,3134,3
2016,9,c4014,3,1870,3
2016,9,c4021,0,1787,1
2016,9,c404,3,5868,5
2016,9,c4056,0,580,1
2016,9,c4063,3,4210,7
2016,9,c4091,3,2570,1
2016,9,c4126,0,4000,7
2016,9,c4128,0,599,1
2016,9,c4164,0,1270,1
2016,9,c4180,1,4607,3
2016,9,c420,1,7103,8
2016,9,c4216,2,13241,8
2016,9,c4217,3,3308,1
2016,9,c4219,0,4398,3
